Id Fail Leverage CumulProfit Liquid OverDueDebt WorkCap OperProfit ShortDebt GuarDebt StateLag FiscalLag InFinan Links CapStruct
793 1 0 0.00406 0.00239 1 0.09774 0.12784 0.12863 0 186 137 -0.30343 0 0.90973
794 1 0 -0.06612 0.00916 1 0.33288 -0.03349 0.20935 0.1902 373 141 -0.36234 0 0.823
795 1 0 -0.0018 0 0 0 0.332 0.1965 0.70681 157 124 -0.75142 0 0.5869
796 1 1 0.00824 0.01476 0 0.05632 0.07237 0.21958 0.44846 288 148 -0.30858 0 0.97268
797 1 0 -0.18271 0.00036 0 -0.00139 -0.17301 0.32048 0.23847 157 124 -0.82229 0.01337 0.64
798 1 0 -0.0561 0.00089 0 0.09979 0.00055 0.1589 0 213 147 0.00208 0 0.83951
799 1 0 -0.2018 0.02729 0 -0.17175 -0.12925 0.18633 0 271 252 -1.05372 0 1.16
800 1 0 -0.2819 0.03501 0 0.45268 -0.33229 0.82455 0.54763 195 182 -0.40264 0 1.18
801 1 1 0.05538 0.11085 0 -0.05839 0.11897 0 0 188 150 -0.05616 0 0.8371
802 1 0 -0.00477 0.00561 0 0.83078 0.04823 0.8445 0 361 181 0.04008 0 0.99477
803 1 1 0.01296 0.12076 0 -0.05041 0.02327 0 0 264 179 -0.37643 0 0.9321
804 1 0 -0.16452 0.07677 1 0.32919 -0.06139 0.13815 0 156 106 -0.25068 0 0.804
805 1 0 -0.06609 0.01331 0 0.21838 -0.47327 0.15204 0.08144 213 182 1.16158 0 0.9765
806 1 1 -0.0388 0.01837 0 0.23917 0.10478 0.19049 0.25482 177 126 0.15406 0 0.86677
807 1 0 -0.04232 0.00318 0 0.41639 -0.02347 0.47243 0.24643 199 128 -0.16671 0 0.995
808 1 1 0.04632 0.00863 0 0.37072 0.05437 0.451 0.31039 197 88 0.07052 0 0.93217
809 1 1 0.07216 0.01531 0 -0.45349 0.10048 0 0 346 158 0.23768 0 0.88579
810 1 0 -0.05244 0.00063 0 0.15084 -0.05396 0 0 163 129 0.06811 0 0.9604
811 1 0 -0.24303 0.0133 1 -0.32568 -0.28086 0.01168 0.04972 288 153 -0.23663 0 1.2
812 1 0 -0.31084 0.03866 0 0.43022 -0.024 0.19713 0.03785 179 165 -0.0344 0 0.832
813 1 1 0.0556 0.00022 0 -0.10486 0.07206 0.12923 0.83532 217 153 -0.565 0 0.8366
814 1 0 0.01021 0.00048 0 0.42618 0.0608 0.57104 0.39495 197 156 0.14269 0 0.71228
815 1 1 0.02713 0 1 0.07147 0.12196 0.30028 0.33569 152 125 0.03815 0 0.83303
816 1 1 -0.00895 0.0032 0 0.08886 0.04931 0.24858 0.32368 200 160 -0.08057 0 0.7401
817 1 0 0.11058 0.04096 0 0.00879 -0.00406 0 0 199 161 -0.00024 0 0.8814
818 1 0 0.19613 0.00456 0 0.3027 0.06008 0.30912 0.45945 154 149 0.15172 0 0.7615
819 1 0 0.1565 0.00084 0 0.5564 0.05163 0.38045 0 302 149 0.13303 0 0.56318
820 1 1 0.10712 0.13215 0 0.07318 0.07487 0.64614 0 266 174 -0.10632 0 0.8177
821 1 0 0.11802 0.01541 0 0.15025 0.03912 0.20933 0.72506 214 130 -0.04764 0 0.53169
822 1 0 -0.26017 0.06011 1 0 -0.77733 0 0 393 212 -0.0375 0 0
823 1 1 0.11 0 1 0.38767 0.09297 0.32727 0 194 96 0.53251 0 0.85266
824 1 0 0.01678 0.06123 0 -0.0575 0.04692 0.01231 0 254 123 -0.42023 0 0.9641
825 1 0 -0.15229 0 0 0.26568 -0.18724 0.2078 0 264 145 -0.24822 0 0.944
826 1 0 -0.16203 0.05427 1 -0.09911 -0.13011 0.351 0 247 153 -0.00167 0 0.93
827 1 0 -0.24101 0.00056 1 0.38535 -0.16785 0.26074 0.20953 177 149 -0.15168 0 1.069
828 1 0 -0.08634 0 1 0.05761 -0.0447 0.11968 0 260 169 -0.23625 0 1.057
829 1 0 -0.04363 0.10235 0 0.16656 0.02216 0 0 235 147 0.04099 0 0.71627
830 1 0 -0.24693 0.00214 0 0.01692 0.04941 0.23404 0.65042 191 155 -0.27368 0 0.836
831 1 0 -0.01342 0 0 0.19496 0.04428 0.40443 0.65971 279 156 -0.45585 0 0.8765
832 1 0 0.0289 0.00605 0 0.24605 0.09585 0.47835 0.51377 185 153 -0.48771 0 0.87652
833 1 0 -0.01167 0.0022 0 0.41507 -0.00792 0.28193 0 213 200 -0.14119 0 0.851
834 1 0 0.00024 4e-05 0 0.25561 0.03919 0.2704 0.07638 198 172 0.02 0 0.94872
835 1 0 -0.63515 0 0 -0.21053 -0.5988 0.12875 0 235 180 -1.50798 0 1.45
836 1 0 0.12788 0.01121 0 0.09619 -0.019 0.05375 0.19259 252 160 0.07291 0 0.82001
837 1 1 0.06341 0.00714 0 0.1112 0.06873 0.04762 0.67731 198 153 -0.27972 0.16524 0.90175
838 1 0 0.02315 0.00527 0 0.53734 0.05119 0.22126 0 202 148 0.06379 0 0.84032
839 1 0 -0.11897 0.00859 1 -0.09701 -0.09853 0.25229 0.42677 357 182 -0.02026 0.04768 1.11
840 1 1 0.23735 0.02341 0 0.20404 0.02947 0 0.32283 363 165 0.0602 0.4071 0.73179
841 1 0 0.20764 0.02493 0 0.31388 0.01311 0.42212 0.53182 259 105 0.09873 0 0.76446
842 1 0 -0.10006 0.00838 0 -0.1505 -0.1349 0.17437 0 105 87 0.04242 0 0.6396
843 1 0 -0.19956 0.01253 0 0.38602 -0.01031 0.50244 0.48392 174 102 0.00395 0 0.9038
844 1 1 0.02521 0.02663 0 0.009 0.12953 0.19702 0 132 121 0.01652 0 0.94706
845 1 0 -0.01464 0.03618 0 0.36596 -0.25913 0.48647 0.52644 180 92 -0.215 0 0.9408
846 1 1 0.00767 0.02457 0 0.44235 0.00308 0.4085 0 180 167 0.06178 0.37191 0.96017
847 1 1 -0.5796 0.00023 0 0.16183 0.0705 0.08125 0 237 207 0.13029 0 1.21619
848 1 0 0.08982 0.00319 0 0.22976 0.10944 0.45392 0 470 101 0.16937 0 0.87309
849 1 1 0.07689 0.00346 0 0.08485 0.0264 0.05772 0.19489 206 152 -0.15682 0 0.87671
850 1 0 -0.54205 0.04604 0 -0.11629 -0.04382 0.21047 0.44353 386 153 0.07718 0 1.47
851 1 0 0.08863 0.02403 0 0.26986 0.09478 0.83138 0 298 248 0.00232 0 0.80432
852 1 0 0.14592 0.00391 0 0.30547 0.05674 0.10679 0.08506 176 116 0.04575 0 0.84304
853 1 0 -0.02575 0 0 0.58503 0.03173 0.30196 0.21366 320 303 0.04595 0 0.77522
854 1 1 0.0172 0.04456 1 0.38351 0.12409 0.34938 0.14926 80 48 0.10135 0 0.82915
855 1 0 -0.19863 0.11722 0 0.12643 0.00814 0.04781 0 378 182 0.02616 0 0.80564
856 1 1 0.0442 0.00549 0 0.32256 0.0172 0.30393 0.0734 240 63 0.04553 0 0.88182
857 1 1 -0.66611 0.00825 1 -0.61717 0.03852 0.17771 0.16277 185 182 -0.02085 0 1.611
858 1 0 0.01415 0.00018 0 0.20578 -0.0622 0.16056 0.13242 287 274 0.01299 0 0.93537
859 1 0 0.0483 0.00022 0 0.38656 -0.12742 0.51639 0 224 151 -0.24718 0 0.9096
860 1 0 0.07482 0.00532 1 0.49099 0.0969 0.37121 0.46515 176 144 0.05919 0 0.71321
861 1 0 -0.61775 0.01011 1 0.02076 -0.23531 0.2732 0.68306 310 182 -0.47836 0 1.076
862 1 0 0.08461 0.06037 0 0.15972 0.00972 0.15754 0 126 113 0.04097 0 0.89715
863 1 0 -0.15928 0.00374 0 0.24118 -0.0499 0.64375 0 167 153 -0.00486 0 1.088
864 1 0 0.05271 0.04568 0 0.50935 0.04532 0.39495 0 177 157 0.05618 0 0.54761
865 1 0 0.01151 0.00232 0 -0.37419 0.07852 0.10241 0 174 91 -0.15033 0 0.91296
866 1 0 -0.32804 0.00051 0 0.02416 -0.24144 0.16618 0.461 211 180 -0.60813 0 0.979
867 1 1 0.03423 0.00408 0 0.23387 0.09132 0.2847 0 163 134 0.06931 0 0.96021
868 1 1 0.06576 0.02406 0 -0.06608 0.03331 0.05027 0 211 180 -0.16032 0 0.7357
869 1 0 -0.08762 0.01041 0 0.01416 -0.22018 0.02175 0 321 151 -0.12085 0 0.941
870 1 0 -0.20426 0.00069 1 -0.02455 -0.16767 0.15251 0.29476 181 151 -0.08281 0 1.07
871 1 1 0.07709 0.00703 0 0.11446 0.02925 0.32918 0.5905 381 155 -0.56342 0 0.90141
872 1 1 0.09093 0.00023 0 0.33669 0.11298 0.21441 0 196 127 0.17631 0 0.8644
873 1 0 -0.00127 0.00917 0 0.22811 0.01842 0.12249 0.15642 294 132 0.17583 0 0.93241
874 1 0 -0.09135 0.0723 0 0.28483 -0.05384 0.05639 0 299 269 -0.15978 0 0.484
875 1 0 -0.00114 0.07212 0 -0.08059 0.03671 0.03837 0 231 205 0.05636 0 0.968
876 1 0 -0.85415 0.07352 0 0.33967 -0.25259 0.62288 0 206 153 -0.32853 0 0.85
877 1 1 -0.03806 0.00994 1 0.01888 0.09755 0.02382 0.88191 192 164 0.18983 0 1.02574
878 1 0 -0.1105 0.00135 1 -0.16345 0.01419 0.30269 0.30269 212 153 -0.13717 0 1.07
879 1 1 0.16434 0.0431 0 0.00579 1.24979 0 0.24715 193 184 0.13657 0 0.82333
880 1 1 7e-05 0.01286 0 0.08077 0.08641 0 0.20726 184 153 0.07935 0 0.91908
881 1 0 -0.25622 0.00037 0 -0.00111 -0.03082 0.15405 0 209 168 -0.23255 0 0.96
882 1 0 -0.83603 0.00305 0 0.1022 -0.24231 0.12182 0.01851 177 163 -0.04453 0 1.336
883 1 0 -0.06349 0.00134 0 0.10261 -0.02121 0.13617 0.32823 183 164 -0.10721 0 0.798
884 1 1 0.0015 0.03682 0 0 0.166 0.29326 0 219 154 -0.66941 0 0.86473
885 1 0 -0.15104 0.00531 1 0.09186 0.23035 0.41297 0 261 245 -0.69874 0 0.5446
